CHEMICAL NAME,CASRN,LAST SIGNIFICANT REVISION,IRIS SUMMARY,TOX REVIEW/SUPPORTING DOCUMENT,LITERATURE SCREENING REVIEW,CRITICAL EFFECT SYSTEMS,TUMOR SITE,PESTICIDE,ARCHIVE,NONCANCER ASSESSMENT TYPE,SYSTEM (RfD),RfD (mg/kg-day),BASIS (RfD),PoD (RfD),COMPOSITE UF (RfD),CONFIDENCE (RfD),SYSTEM (RfC),RfC (mg/m^3),BASIS (RfC),PoD (RfC),COMPOSITE UF (RfC),CONFIDENCE (RfC),WOE CHARACTERIZATION,FRAMEWORK FOR WOE CHARACTERIZATION,WOE BASIS,QUANT. EST. OF CARC. RISK FROM ORAL EXPOSURE,QUANT. EST. OF CARC. RISK FROM INHALATION EXPOSURE
Quinoline,91-22-5,Sep-27-2001,"(PDF 23 pp, 158 K)","(PDF 40 pp, 163 K)",No,None,Hepatic,,,,,,,,,,,,,,,,Known/likely human carcinogen,"Proposed Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1996)","Quinoline is considered likely to be carcinogenic in humans in accordance with proposed EPA carcinogen risk assessment guidelines (U.S. EPA, 1996) on the basis of observations of exposure-related increased incidence of an unusual malignant tumor in multiple strains of rats and mice, multiple experiments using oral, i.p. and s.c. dosing at an early age. This determination is supported by studies that demonstrate that quinoline is genotoxic. This may be a synopsis of the full weight-of-evidence narrative.","Oral Slope Factor: 3 per mg/kg-day
Drinking Water Unit Risk: 9 x 10-5 per µg/L
Extrapolation Method: Time-to-tumor, multistage-Weibull
Tumor site(s): Hepatic
Tumor type(s): Hepatic hemangioendotheliomas or hemangiosarcomas (Hirao et al., 1976)",
Quinone,106-51-4,Oct-01-1990,"(PDF 5 pp, 86 K)",Not Available,Yes,None,None,,archive,,,,,,,,,,,,,,,,,,
"Radium 226,228",Various,Jan-01-1989,"(PDF 4 pp, 76 K)",Not Available,Yes,None,None,,archive,,,,,,,,,,,,,,,,,,
Radon 222,14859-67-7,Jul-01-1989,"(PDF 4 pp, 78 K)",Not Available,Yes,None,None,,archive,,,,,,,,,,,,,,,,,,
Refractory ceramic fibers,None,Sep-01-1992,"(PDF 10 pp, 180 K)",Not Available,No,None,None,,,,,,,,,,,,,,,,B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals),"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)",No human data and sufficient evidence from animal studies. Chronic inhalation studies showed that several types of RCFs induced mesotheliomas and lung tumors in rats and hamsters. Administration of RCFs by intraperitoneal/intrapleural injection or intratracheal instillation also caused peritoneal/pleural mesotheliomas or lung tumors in rats and hamsters. This may be a synopsis of the full weight-of-evidence narrative.,,
Resmethrin,10453-86-8,Sep-26-1988,"(PDF 7 pp, 89 K)",Not Available,Yes,Reproductive,None,pesticide,,Oral,Reproductive,3 x 10 -2,Reproductive toxicity,LEL: 2.5 x 101 mg/kg-day,1000,High,,,,,,,,,,,
Rotenone,83-79-4,Sep-07-1988,"(PDF 7 pp, 89 K)",Not Available,Yes,Developmental,None,pesticide,,Oral,Developmental,4 x 10 -3,Reduced pup weight,NOEL: 3.8 x 10-1 mg/kg-day,100,Medium,,,,,,,,,,,
Savey,78587-05-0,Sep-26-1988,"(PDF 7 pp, 89 K)",Not Available,Yes,Endocrine; Hematologic,None,pesticide,,Oral,Endocrine; Hematologic,2.5 x 10 -2,Hypertrophy of adrenal cortex (both sexes) hematologic effects (males),NOEL: 2.5 mg/kg-day,100,High,,,,,,,,,,,
Selenious acid,7783-00-8,Jun-01-1991,"(PDF 24 pp, 159 K)",Not Available,No,Dermal; Hematologic; Nervous,None,,,Oral,Nervous; Hematologic; Dermal,5 x 10 -3,Clinical selenosis,NOAEL: 1.5 x 10-2 mg/kg-day,3,High,,,,,,,D (Not classifiable as to human carcinogenicity),"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)","Based on inadequate human data and inadequate evidence of carcinogenicity in animals. The evidence for various selenium compounds in animal and mutagenicity studies is conflicting and difficult to interpret; however, evidence for selenium sulfide is sufficient for a B2 (probable human carcinogen) classification. This may be a synopsis of the full weight-of-evidence narrative.",,
Selenium and Compounds,7782-49-2,Jun-01-1991,"(PDF 24 pp, 166 K)",Not Available,Yes,Dermal; Hematologic; Nervous,None,,,Oral,Nervous; Hematologic; Dermal,5 x 10 -3,Clinical selenosis,NOAEL: 1.5 x 10-2 mg/kg-day,3,High,,,,,,,D (Not classifiable as to human carcinogenicity),"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)","Based on inadequate human data and inadequate evidence of carcinogenicity in animals. The evidence for various selenium compounds in animal and mutagenicity studies is conflicting and difficult to interpret; however, evidence for selenium sulfide is sufficient for a B2 (probable human carcinogen) classification. This may be a synopsis of the full weight-of-evidence narrative.",,
Selenium sulfide,7446-34-6,Mar-01-1991,"(PDF 12 pp, 109 K)",Not Available,Yes,None,None,,,,,,,,,,,,,,,,B2 (Probable human carcinogen - based on sufficient evidence of carcinogenicity in animals),"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)","Based on inadequate data from human studies and sufficient evidence in animals. When administered orally, selenium sulfide produced hepatocellular carcinomas in both sexes of F344 rats and female B6C3F1 mice and alveolar/bronchiolar carcinomas or adenomas in female B6C3F1 mice. This may be a synopsis of the full weight-of-evidence narrative.",,
Selenourea,630-10-4,May-01-1991,"(PDF 4 pp, 76 K)",Not Available,No,None,None,,archive,,,,,,,,,,,,,,,,,,
Sethoxydim,74051-80-2,Nov-01-1989,"(PDF 7 pp, 97 K)",Not Available,Yes,Hematologic,None,pesticide,archive,Oral,Hematologic,9 x 10 -2,Mild anemia in males,NOEL: 8.86 mg/kg-day,100,High,,,,,,,,,,,
Silver,7440-22-4,Dec-01-1991,"(PDF 14 pp, 120 K)",Not Available,Yes,Dermal,None,,,Oral,Dermal,5 x 10 -3,Argyria,LOAEL: 1.4 x 10-2 mg/kg-day,3,Low,,,,,,,D (Not classifiable as to human carcinogenicity),"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)","In animals, local sarcomas have been induced after implantation of foils and discs of silver. However, the interpretation of these findings has been questioned due to the phenomenon of solid-state carcinogenesis in which even insoluble solids such as plastic have been shown to result in local fibrosarcomas. This may be a synopsis of the full weight-of-evidence narrative.",,
Silver cyanide,506-64-9,Jan-31-1987,"(PDF 8 pp, 94 K)",Not Available,No,Endocrine; Nervous,None,,,Oral,Endocrine; Nervous; Other,1 x 10 -1,Weight loss; thyroid effects; and myelin degeneration,NOAEL: 5.57 x 101 mg/kg-day,100 MF: 5,Low,,,,,,,,,,,
Simazine,122-34-9,Sep-01-1993,"(PDF 12 pp, 115 K)",Not Available,Yes,Hematologic,None,pesticide,,Oral,Hematologic; Other,5 x 10 -3,Reduction in weight gains hematological changes in females,NOAEL: 5.2 x 10-1 mg/kg-day,100,High,,,,,,,,,,,
Sodium azide,26628-22-8,Mar-31-1987,"(PDF 7 pp, 88 K)",Not Available,Yes,None,None,,,Oral,Other,4 x 10 -3,Clinical sign (e.g.; hunched postures) and reduced body weight,NOAEL: 3.57 mg/kg-day,1000,Medium,,,,,,,,,,,
Sodium cyanide,143-33-9,Sep-28-2010,"(PDF 27 pp, 243 K)","(PDF 153 pp, 905 K)",Yes,Reproductive,None,,,Oral,Reproductive,1 x 10 -3,Decreased cauda epididymis weight in male F344/N rats. The RfD for potassium cyanide is presented in section I.A.3 of the hydrogen cyanide and cyanide salts IRIS Summary.,,,None,,,,,,,,,,,
Sodium diethyldithiocarbamate,148-18-5,Jan-31-1987,"(PDF 7 pp, 89 K)",Not Available,Yes,None,None,,,Oral,Other,3 x 10 -2,Reduced body weight,NOEL: 3.0 x 101 mg/kg-day,1000,Medium,,,,,,,,,,,
Sodium fluoroacetate,62-74-8,May-01-1991,"(PDF 9 pp, 107 K)",Not Available,Yes,Cardiovascular; Reproductive,None,pesticide,,Oral,Reproductive; Cardiovascular,2 x 10 -5,Increased heart weight in females and males; decreased testis weight and altered spermatogenesis in males.,NOAEL: 5 x 10-2 mg/kg-day,3000,Low,,,,,,,,,,,
Strontium,7440-24-6,Oct-01-1992,"(PDF 11 pp, 114 K)",Not Available,Yes,Musculoskeletal,None,,,Oral,Musculoskeletal,6 x 10 -1,Rachitic bone,NOAEL: 1.90 x 102 mg/kg-day,300,Medium,,,,,,,,,,,
Strychnine,57-24-9,Jan-31-1987,"(PDF 7 pp, 89 K)",Not Available,Yes,None,None,pesticide,,Oral,Other,3 x 10 -4,Toxicity/histopathology,LOAEL: 2.5 mg/kg-day,10000,Low,,,,,,,,,,,
Styrene,100-42-5,Nov-01-1992,"(PDF 26 pp, 169 K)",Not Available,No,Hematologic; Hepatic; Nervous,None,,,Oral,Hepatic; Hematologic,2 x 10 -1,Red blood cell and liver effects,NOAEL: 2.00 x 102 mg/kg-day,1000,Medium,,,,,,,,,,,
Styrene,100-42-5,Nov-01-1992,"(PDF 26 pp, 169 K)",Not Available,No,Hematologic; Hepatic; Nervous,None,,,Inahlation,,,,,,,Nervous,1,CNS effects,NOAEL (HEC): 3.4 x 101 mg/m3,30,Medium,,,,,
Systhane,88671-89-0,Sep-26-1988,"(PDF 8 pp, 91 K)",Not Available,Yes,Reproductive,None,pesticide,,Oral,Reproductive,2.5 x 10 -2,Testicular atrophy,NOEL: 2.49 mg/kg-day,100,High,,,,,,,,,,,
Tebuthiuron,34014-18-1,Aug-22-1988,"(PDF 7 pp, 88 K)",Not Available,Yes,None,None,pesticide,,Oral,Other,7 x 10 -2,Depressed body weight gain in F1 females,NOEL: 7 mg/kg-day,100,High,,,,,,,,,,,
Terbacil,5902-51-2,Jan-31-1987,"(PDF 8 pp, 90 K)",Not Available,Yes,Endocrine; Hepatic,None,pesticide,,Oral,Endocrine; Hepatic,1.3 x 10 -2,Increase in thyroid/body weight ratio; slight increase in liver weights; elevated alkaline phosphatase,NOEL: 1.25 mg/kg-day,100,Medium,,,,,,,,,,,
Terbutryn,886-50-0,Sep-26-1988,"(PDF 7 pp, 88 K)",Not Available,Yes,Hematologic,None,pesticide,,Oral,Hematologic,1 x 10 -3,Hematologic effects in females,NOEL: 1 x 10-1 mg/kg-day,100,High,,,,,,,,,,,
"2,2',4,4'-Tetrabromodiphenyl ether (BDE-47)",5436-43-1,Jun-30-2008,"(PDF 14 pp, 128 K)","(PDF 85 pp, 380 K)",No,Nervous,None,,,Oral,Nervous,1 x 10 -4,Neurobehavioral effects,BMDL (1SD): 0.35 mg/kg-day,3000,Low,,,,,,,Inadequate information to assess carcinogenic potential,"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005)","Under the Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005a), there is ""inadequate information to assess the carcinogenic potential"" of 2,2',4,4'-tetrabromodiphenyl ether (BDE-47). This may be a synopsis of the full weight-of-evidence narrative.",,
Tetrabromodiphenyl ether,40088-47-9,Aug-01-1990,"(PDF 5 pp, 87 K)",Not Available,Yes,None,None,,,,,,,,,,,,,,,,D (Not classifiable as to human carcinogenicity),"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)",No human data and no animal data available. This may be a synopsis of the full weight-of-evidence narrative.,,
"1,2,4,5-Tetrachlorobenzene",95-94-3,Jan-31-1987,"(PDF 7 pp, 90 K)",Not Available,Yes,Urinary,None,,,Oral,Urinary,3 x 10 -4,Kidney lesions,NOAEL: 3.4 x 10-1 mg/kg-day,1000,Low,,,,,,,,,,,
Tetrachlorocyclopentadiene,695-77-2,Mar-01-1990,"(PDF 6 pp, 83 K)",Not Available,No,None,None,,,,,,,,,,,,,,,,D (Not classifiable as to human carcinogenicity),"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)",Lack of data concerning carcinogenicity in humans or animals. This may be a synopsis of the full weight-of-evidence narrative.,,
"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1746-01-6,Feb-17-2012,"(PDF 16 pp, 150 K)","Not Available                                                                            2,3,7,8-Tetrachlorodibenzo-p-dioxin Support Documents",No,Developmental; Endocrine; Reproductive,None,,,Oral,Reproductive,7 x 10 -10,Decreased sperm count and motility in men exposed to TCDD as boys / Increased TSH in neonates,LOAEL (ADJ): 2 x 10-8 mg/kg-day,30,High,,,,,,,,,,,
"2,3,7,8-Tetrachlorodibenzo-p-dioxin",1746-01-6,Feb-17-2012,"(PDF 16 pp, 150 K)","Not Available                                                                            2,3,7,8-Tetrachlorodibenzo-p-dioxin Support Documents",No,Developmental; Endocrine; Reproductive,None,,,Oral,Endocrine; Developmental; Reproductive,7 x 10 -10,Decreased sperm count and motility in men exposed to TCDD as boys / Increased TSH in neonates,LOAEL (ADJ): 2 x 10-8 mg/kg-day,30,High,,,,,,,,,,,
"1,1,1,2-Tetrachloroethane",630-20-6,Mar-01-1989,"(PDF 13 pp, 117 K)",Not Available,No,Hepatic; Urinary,Hepatic,,,Oral,Hepatic; Urinary,3 x 10 -2,Mineralization of the kidneys in males; hepatic clear cell change in females,LOAEL: 8.93 x 101 mg/kg-day,3000,Low,,,,,,,C (Possible human carcinogen),"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 1986)",Increased incidence of combined hepatocellular adenomas and carcinomas in female mice; inadequate evidence from human studies. This may be a synopsis of the full weight-of-evidence narrative.,"Oral Slope Factor: 2.6 x 10-2 per mg/kg-day
Drinking Water Unit Risk: 7.4 x 10-7 per µg/L
Extrapolation Method: Linearized multistage procedure, extra risk
Tumor site(s): Hepatic
Tumor type(s): Hepatocellular adenoma or carcinoma (NTP, 1983)","Inhalation Unit Risk: 7.4 x 10-6 per µg/m3
Extrapolation Method: Linearized multistage procedure, extra risk
Tumor site(s): Hepatic
Tumor type(s): Hepatocellular adenoma or carcinoma (NTP, 1983)"
"1,1,2,2-Tetrachloroethane",79-34-5,Sep-30-2010,"(PDF 29 pp, 250 K)","(PDF 153 pp, 907 K)",Yes,Hepatic,Hepatic,,,Oral,Hepatic,5 x 10 -2 (Subchronic),Increased relative liver weight in rats,BMDL 1SD: 15 mg/kg-day,300,Medium,,,,,,,Likely to be carcinogenic to humans,"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005)","Under the Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005a) 1,1,2,2-tetrachloroethane is ""likely to be carcinogenic to humans."" This may be a synopsis of the full weight-of-evidence narrative.","Oral Slope Factor: 2 x 10-1 per mg/kg-day
Drinking Water Unit Risk: 6 x 10-6 per µg/L
Extrapolation Method: Multistage model with linear extrapolation from the point of departure (LED10).
Tumor site(s): Hepatic
Tumor type(s): hepatocellular carcinomas (NCI, 1978)",
"1,1,2,2-Tetrachloroethane",79-34-5,Sep-30-2010,"(PDF 29 pp, 250 K)","(PDF 153 pp, 907 K)",Yes,Hepatic,Hepatic,,,Oral,Hepatic,2 x 10 -2 (Chronic),Increased relative liver weight in rats,BMDL 1SD: 15 mg/kg-day,1000,Medium,,,,,,,Likely to be carcinogenic to humans,"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005)","Under the Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005a) 1,1,2,2-tetrachloroethane is ""likely to be carcinogenic to humans."" This may be a synopsis of the full weight-of-evidence narrative.","Oral Slope Factor: 2 x 10-1 per mg/kg-day
Drinking Water Unit Risk: 6 x 10-6 per µg/L
Extrapolation Method: Multistage model with linear extrapolation from the point of departure (LED10).
Tumor site(s): Hepatic
Tumor type(s): hepatocellular carcinomas (NCI, 1978)",
Tetrachloroethylene,127-18-4,Feb-10-2012,"(PDF 38 pp, 350 K)","(PDF 1077 pp, 144.2 M)Tetrachloroethylene Support Documents",No,Nervous; Ocular,Hepatic,,,Oral,Nervous; Ocular,6 x 10 -3,(See Note),,,Medium,,,,,,,Likely to be carcinogenic to humans,"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005)","Following EPA (2005a) Guidelines for Carcinogen Risk Assessment, tetrachloroethylene is ""likely to be carcinogenic in humans by all routes of exposure."" This may be a synopsis of the full weight-of-evidence narrative.","Oral Slope Factor: 2.1 x 10-3 per mg/kg-day
Drinking Water Unit Risk: 6.1 x 10-8 per µg/L
Extrapolation Method: Multistage model (with linear extrapolation from the point of departure (BMDL10), followed by route-to-route extrapolation to the oral route and interspecies extrapolation using the PBPK model of Chiu and Ginsberg (2011).
Tumor site(s): Hepatic
Tumor type(s): Hepatocellular adenomas or carcinomas (JISA, 1993)","Inhalation Unit Risk: 2.6 x 10-7 per µg/m3
Extrapolation Method: Multistage model with linear extrapolation from the point of departure (BMCL10), followed by extrapolation to humans using the PBPK model of Chiu and Ginsberg (2011).
Tumor site(s): Hepatic
Tumor type(s): Hepatocellular adenomas or carcinomas (JISA, 1993)"
Tetrachloroethylene,127-18-4,Feb-10-2012,"(PDF 38 pp, 350 K)","(PDF 1077 pp, 144.2 M)Tetrachloroethylene Support Documents",No,Nervous; Ocular,Hepatic,,,Inahlation,,,,,,,Nervous; Ocular,4 x 10 -2,(See Note),,,Medium,Likely to be carcinogenic to humans,"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005)","Following EPA (2005a) Guidelines for Carcinogen Risk Assessment, tetrachloroethylene is ""likely to be carcinogenic in humans by all routes of exposure."" This may be a synopsis of the full weight-of-evidence narrative.","Oral Slope Factor: 2.1 x 10-3 per mg/kg-day
Drinking Water Unit Risk: 6.1 x 10-8 per µg/L
Extrapolation Method: Multistage model (with linear extrapolation from the point of departure (BMDL10), followed by route-to-route extrapolation to the oral route and interspecies extrapolation using the PBPK model of Chiu and Ginsberg (2011).
Tumor site(s): Hepatic
Tumor type(s): Hepatocellular adenomas or carcinomas (JISA, 1993)","Inhalation Unit Risk: 2.6 x 10-7 per µg/m3
Extrapolation Method: Multistage model with linear extrapolation from the point of departure (BMCL10), followed by extrapolation to humans using the PBPK model of Chiu and Ginsberg (2011).
Tumor site(s): Hepatic
Tumor type(s): Hepatocellular adenomas or carcinomas (JISA, 1993)"
"2,3,4,6-Tetrachlorophenol",58-90-2,Mar-01-1988,"(PDF 8 pp, 93 K)",Not Available,Yes,Hepatic,None,,,Oral,Hepatic,3 x 10 -2,Increased liver weights and centrilobular hypertrophy,NOAEL: 2.5 x 101 mg/kg-day,1000,Medium,,,,,,,,,,,
Tetrachlorovinphos,961-11-5,Mar-31-1987,"(PDF 7 pp, 86 K)",Not Available,Yes,Hepatic; Nervous; Urinary,None,pesticide,,Oral,Nervous; Hepatic; Urinary; Other,3 x 10 -2,Reduced body weight gain; increased liver and kidney weights; and RBC ChE inhibition,NOEL: 3.13 mg/kg-day,100,Medium,,,,,,,,,,,
Tetraethyl lead,78-00-2,Jan-31-1987,"(PDF 6 pp, 85 K)",Not Available,Yes,Hepatic; Immune,None,,,Oral,Immune; Hepatic,1 x 10 -7,Histopathology of liver and thymus,LOAEL: 1.2 x 10-3 mg/kg-day,10000,Medium,,,,,,,,,,,
Tetraethyldithiopyrophosphate,3689-24-5,Sep-07-1988,"(PDF 6 pp, 86 K)",Not Available,Yes,Nervous,None,,,Oral,Nervous,5 x 10 -4,Depressed RBC and plasma cholinesterase activity,NOEL: 5 x 10-1 mg/kg-day,1000,Low,,,,,,,,,,,
"1,1,1,2-Tetrafluoroethane",811-97-2,Aug-01-1995,"(PDF 13 pp, 121 K)",Not Available,Yes,Reproductive,None,,,Inhalation,,,,,,,Reproductive,8 x 10 1,Leydig cell hyperplasia,BMC 10 (HEC): 8.200 x 103 mg/m3,100,Medium,,,,,
Tetrahydrofuran,109-99-9,Feb-21-2012,"(PDF 26 pp, 242 K)","(PDF 207 pp, 1.22 M)",No,Developmental; Hepatic; Nervous,None,,,Oral,Developmental,9 x 10 -1,Decreased pup body weight gain,BMDL 1SD: 928 mg/kg-day,1000,Low/Medium,,,,,,,Suggestive evidence of carcinogenic potential,"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005)","Under EPA’s Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005a), the database for THF provides ""suggestive evidence of carcinogenic potential."" This may be a synopsis of the full weight-of-evidence narrative.",,
Tetrahydrofuran,109-99-9,Feb-21-2012,"(PDF 26 pp, 242 K)","(PDF 207 pp, 1.22 M)",No,Developmental; Hepatic; Nervous,None,,,Inahlation,,,,,,,Nervous; Hepatic,2,Increased liver weight and centrilobular cytomegaly; CNS effects (narcosis),BMCL 10 : 246 x 10-12 mg/m3,100,Medium/High,Suggestive evidence of carcinogenic potential,"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005)","Under EPA’s Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005a), the database for THF provides ""suggestive evidence of carcinogenic potential."" This may be a synopsis of the full weight-of-evidence narrative.",,
"Thallium (I), soluble salts",Various,Sep-30-2009,"(PDF 17 pp, 137 K)","(PDF 165 pp, 1.0 M)",No,None,None,,,,,,,,,,,,,,,,Inadequate information to assess carcinogenic potential,"Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005)","Under the Guidelines for Carcinogen Risk Assessment (U.S. EPA, 2005a), the database for thallium and compounds provides ""inadequate information to assess carcinogenic potential."" This may be a synopsis of the full weight-of-evidence narrative.",,
